Tier,Country,City,University,Latitude,Longitude,Course,MinCGPA,MinIELTS,GRE,TuitionUSD,LivingCostUSD,AvgSalaryUSD,AcceptanceRate,JobMarketScore,ROI,VisaDifficulty,SelectionDifficulty
Tier3,USA,San Francisco,San Francisco College of Engineering 9,37.6904,-122.2813,Mechanical,8.1,6.2,314,46720,20532,53119,30,75,0.79,5,110.3
Tier1,USA,San Francisco,San Francisco College of Engineering 10,37.8562,-122.3589,Electrical,7.5,7.7,340,32079,20602,86787,58,51,1.65,1,91.3
Tier3,USA,San Francisco,San Francisco University of Engineering 11,37.8887,-122.569,AI & Data Science,6.5,6.3,300,46103,14964,82734,25,95,1.35,1,97.2
Tier3,USA,San Francisco,San Francisco Institute of Technology 12,37.6417,-122.4444,Mechanical,6.9,6.6,295,46023,10753,119235,23,97,2.1,4,107.4
Tier3,USA,San Francisco,San Francisco Technical University 13,37.7651,-122.4564,Computer Science,8.8,6.7,307,16552,10670,71004,37,90,2.61,1,104.3
Tier3,USA,San Francisco,San Francisco University of Engineering 14,37.8372,-122.3468,Electrical,7.9,7.4,320,35764,12129,96480,72,69,2.01,3,89.1
Tier1,USA,San Francisco,San Francisco College of Engineering 15,37.8231,-122.53,Electrical,9.0,6.6,316,421,11915,62424,52,57,5.06,9,113.4
Tier1,USA,San Francisco,San Francisco School of Technology 16,37.6394,-122.4948,Computer Science,6.7,6.3,293,26240,8626,89103,34,63,2.56,1,93.7
Tier3,USA,San Francisco,San Francisco Technical University 17,37.8712,-122.3638,Electrical,8.8,6.6,294,4503,18373,88491,10,93,3.87,8,131.4
Tier2,USA,San Francisco,San Francisco College of Engineering 18,37.9073,-122.4568,Computer Science,8.1,7.7,314,48299,14241,104943,54,94,1.68,2,98.3
Tier1,USA,San Francisco,San Francisco University of Engineering 19,37.7091,-122.5017,Mechanical,8.3,6.9,314,27635,13297,82288,11,63,2.01,9,131.6
Tier2,USA,San Francisco,San Francisco National Institute of Technology 20,37.6779,-122.552,Civil,6.1,7.8,297,8309,19305,57091,86,63,2.07,10,88.7
Tier2,USA,San Francisco,San Francisco School of Technology 21,37.7729,-122.5438,Mechanical,7.5,7.1,296,40552,18325,54458,14,97,0.92,10,128.9
Tier3,USA,San Francisco,San Francisco Polytechnic University 22,37.7321,-122.3086,Computer Science,6.4,7.0,338,44295,8702,71302,48,84,1.35,9,104.0
Tier1,USA,San Francisco,San Francisco Technical University 23,37.7793,-122.5222,Mechanical,8.0,6.4,300,54663,17308,54737,10,92,0.76,8,126.6
Tier1,USA,San Francisco,San Francisco National Institute of Technology 24,37.8319,-122.4588,Mechanical,7.0,8.0,294,920,13145,122333,85,92,8.7,5,84.5
Tier3,USA,San Francisco,San Francisco Technical University 25,37.8275,-122.3353,Computer Science,7.4,6.3,307,30795,8847,78550,69,61,1.98,9,95.7
Tier2,USA,San Francisco,San Francisco Institute of Technology 26,37.8345,-122.3085,Computer Science,7.3,7.7,294,32545,13664,42059,15,90,0.91,8,125.8
Tier2,USA,San Francisco,San Francisco College of Engineering 27,37.7041,-122.4022,AI & Data Science,6.3,7.6,321,55908,12195,104458,73,69,1.53,3,81.4
Tier2,USA,San Francisco,San Francisco Polytechnic University 28,37.8647,-122.3863,Computer Science,7.2,6.5,311,50118,9532,50406,31,57,0.85,9,114.5
Tier2,USA,San Francisco,San Francisco University of Engineering 29,37.8244,-122.407,Mechanical,6.8,6.8,307,45468,8933,127180,82,81,2.34,10,90.2
Tier2,USA,San Francisco,San Francisco Polytechnic University 30,37.8019,-122.5359,Civil,7.8,6.8,321,29509,19023,49857,43,99,1.03,7,108.7
Tier3,USA,San Francisco,San Francisco University of Engineering 31,37.8014,-122.5393,Computer Science,9.5,6.3,292,31161,8586,98146,39,50,2.47,8,119.2
Tier1,USA,San Francisco,San Francisco National Institute of Technology 32,37.6467,-122.5311,Electrical,7.3,6.3,305,41641,8420,69870,31,64,1.4,10,116.2
Tier3,USA,San Francisco,San Francisco College of Engineering 33,37.7036,-122.4957,AI & Data Science,6.5,6.4,312,37917,12190,62570,83,53,1.25,6,78.6
Tier1,USA,San Francisco,San Francisco Technical University 34,37.6388,-122.3388,Civil,7.3,6.7,303,45151,20025,123596,11,55,1.9,9,125.8
Tier2,USA,San Francisco,San Francisco University of Engineering 35,37.8729,-122.5216,Civil,9.0,7.7,293,57933,12619,128127,47,84,1.82,4,110.3
Tier1,USA,San Francisco,San Francisco University of Engineering 36,37.8766,-122.4295,AI & Data Science,8.0,7.2,306,7162,15344,109516,32,64,4.87,5,112.8
Tier3,USA,San Francisco,San Francisco Technical University 37,37.7376,-122.537,Computer Science,8.5,7.1,331,14018,8062,99156,16,56,4.49,8,128.9
Tier3,USA,San Francisco,San Francisco National Institute of Technology 38,37.9069,-122.4962,Electrical,7.9,7.9,317,23344,8653,104159,85,88,3.26,2,82.6
Tier2,USA,San Francisco,San Francisco Polytechnic University 39,37.6417,-122.4298,Civil,7.7,7.9,298,51031,11719,110693,86,81,1.76,7,91.1
Tier1,USA,San Francisco,San Francisco School of Technology 40,37.6966,-122.3052,Electrical,8.1,6.2,322,32263,17979,93422,32,98,1.86,4,107.3
Tier1,USA,San Francisco,San Francisco University of Engineering 41,37.8304,-122.4683,AI & Data Science,9.2,7.5,333,7041,12065,112153,37,74,5.87,3,113.5
Tier3,USA,San Francisco,San Francisco Institute of Technology 42,37.7925,-122.5093,Computer Science,6.5,7.4,302,26364,16227,68987,21,79,1.62,7,115.6
Tier3,USA,San Francisco,San Francisco Technical University 43,37.8183,-122.2783,Civil,8.5,6.5,334,47466,20517,47148,33,73,0.69,10,122.0
Tier1,USA,San Francisco,San Francisco College of Engineering 44,37.7427,-122.3492,Electrical,7.7,7.9,324,190,11255,40465,56,80,3.54,1,94.1
Tier1,USA,San Francisco,San Francisco Technical University 45,37.9162,-122.4814,Computer Science,6.7,7.9,298,14905,14274,126037,20,100,4.32,2,109.1
Tier2,USA,San Francisco,San Francisco Institute of Technology 46,37.9244,-122.4044,Civil,7.2,7.0,338,46354,18253,91123,73,54,1.41,4,85.5
Tier2,USA,San Francisco,San Francisco University of Engineering 47,37.7303,-122.3265,Mechanical,9.0,7.8,298,7350,20976,112740,51,69,3.98,9,118.7
Tier2,USA,San Francisco,San Francisco Polytechnic University 48,37.7664,-122.5362,Civil,6.6,8.0,322,15230,10081,47693,36,95,1.88,4,105.0
Tier2,USA,San Francisco,San Francisco Polytechnic University 49,37.7398,-122.2957,Civil,7.7,7.2,323,16252,11694,109325,75,77,3.91,4,87.8
Tier2,USA,San Francisco,San Francisco Polytechnic University 50,37.7944,-122.5079,AI & Data Science,9.3,6.8,340,33228,21747,97495,19,74,1.77,3,120.2
Tier2,USA,San Francisco,San Francisco Institute of Technology 51,37.6515,-122.3146,Computer Science,9.2,6.9,329,33352,8472,101191,51,91,2.42,5,108.1
Tier1,USA,San Francisco,San Francisco National Institute of Technology 52,37.9087,-122.3474,Computer Science,6.9,7.5,321,11815,12842,74643,89,84,3.03,10,90.0
Tier2,USA,San Francisco,San Francisco School of Technology 53,37.762,-122.3923,Civil,8.6,6.1,321,16516,21943,63380,65,70,1.65,3,90.9
Tier1,USA,San Francisco,San Francisco University of Engineering 54,37.7852,-122.5545,Computer Science,8.2,7.7,304,28655,9836,83828,54,90,2.18,2,98.8
Tier2,USA,San Francisco,San Francisco Institute of Technology 55,37.844,-122.2887,Civil,8.9,6.2,321,53946,12411,49909,83,93,0.75,4,85.8
Tier3,USA,San Francisco,San Francisco Polytechnic University 56,37.79,-122.5542,Computer Science,7.0,6.7,312,16153,10414,68523,52,61,2.58,9,103.8
Tier3,USA,San Francisco,San Francisco School of Technology 57,37.7447,-122.5266,AI & Data Science,9.0,6.6,297,56969,20736,97591,9,88,1.26,6,128.9
Tier3,USA,San Francisco,San Francisco National Institute of Technology 58,37.83,-122.4974,Electrical,8.6,6.5,332,38335,12913,99476,45,59,1.94,8,112.5
Tier2,USA,San Francisco,San Francisco Institute of Technology 59,37.7388,-122.5094,Computer Science,7.0,6.8,312,17001,18058,80754,85,62,2.3,2,73.7
Tier2,USA,San Francisco,San Francisco Technical University 60,37.8461,-122.4322,Computer Science,9.2,7.8,299,10802,9317,122046,61,77,6.07,5,106.7
Tier2,USA,Austin,Austin National Institute of Technology 1,30.2894,-97.6887,Civil,7.3,7.1,306,21302,15275,129608,72,50,3.54,8,94.9
Tier3,USA,Austin,Austin College of Engineering 2,30.2474,-97.7125,Mechanical,9.5,6.7,306,44455,21907,82113,52,61,1.24,10,118.3
Tier3,USA,Austin,Austin Institute of Technology 3,30.1609,-97.6589,Electrical,8.5,6.5,320,48357,21648,119952,62,96,1.71,3,93.5
Tier1,USA,Austin,Austin School of Technology 4,30.2883,-97.8383,Computer Science,8.6,6.9,305,53455,14269,120676,55,82,1.78,1,95.1
Tier3,USA,Austin,Austin Technical University 5,30.2805,-97.8867,AI & Data Science,6.1,7.4,323,39876,13150,121339,80,61,2.29,3,76.1
Tier1,USA,Austin,Austin Technical University 6,30.138,-97.6988,Mechanical,7.5,7.5,296,54780,16288,116650,49,67,1.64,6,105.0
Tier1,USA,Austin,Austin Polytechnic University 7,30.3987,-97.6002,Mechanical,6.6,7.4,324,33083,16216,55949,31,56,1.13,1,99.1
Tier2,USA,Austin,Austin Polytechnic University 8,30.2871,-97.8675,Civil,8.1,6.2,303,42858,10679,62140,83,76,1.16,4,81.8
Tier1,USA,Austin,Austin National Institute of Technology 9,30.3116,-97.7736,Mechanical,9.3,7.4,315,14814,14679,45078,14,52,1.53,8,135.1
Tier2,USA,Austin,Austin College of Engineering 10,30.2597,-97.7505,AI & Data Science,6.7,6.0,321,44494,18761,110666,63,89,1.75,1,78.0
Tier1,USA,Austin,Austin Polytechnic University 11,30.2613,-97.759,Civil,6.3,7.4,329,2630,11018,55212,80,54,4.05,10,91.1
Tier1,USA,Austin,Austin National Institute of Technology 12,30.3872,-97.629,Computer Science,9.0,7.9,334,12547,12548,71419,30,94,2.85,3,117.6
Tier1,USA,Austin,Austin College of Engineering 13,30.258,-97.6956,Electrical,6.8,7.5,311,55805,15236,49338,38,64,0.69,4,103.0
Tier1,USA,Austin,Austin University of Engineering 14,30.3017,-97.839,Mechanical,6.7,6.7,330,34808,16369,53585,80,81,1.05,1,72.3
Tier1,USA,Austin,Austin University of Engineering 15,30.3512,-97.6958,Computer Science,9.0,6.3,307,41285,9036,123597,57,88,2.46,5,101.7
Tier3,USA,Austin,Austin National Institute of Technology 16,30.1916,-97.6938,Computer Science,6.7,7.5,308,39788,17155,90210,65,53,1.58,10,101.0
Tier1,USA,Austin,Austin College of Engineering 17,30.2143,-97.8286,Civil,6.4,7.8,306,55531,13817,88275,48,97,1.27,4,97.2
Tier3,USA,Austin,Austin College of Engineering 18,30.1194,-97.6059,Electrical,7.7,7.3,322,48319,14552,96277,71,76,1.53,2,86.2
Tier3,USA,Austin,Austin Polytechnic University 19,30.2664,-97.7486,Civil,9.3,6.8,317,7030,15985,97305,39,56,4.23,3,110.2
Tier1,USA,Austin,Austin University of Engineering 20,30.4168,-97.6391,Computer Science,7.2,7.8,307,17009,20690,40247,73,74,1.07,3,86.7
Tier1,USA,Austin,Austin Institute of Technology 21,30.184,-97.8192,Computer Science,6.6,7.8,291,30679,11147,58192,84,54,1.39,6,84.2
Tier1,USA,Austin,Austin University of Engineering 22,30.2695,-97.6441,Electrical,8.7,7.4,311,30726,8603,48023,34,53,1.22,5,116.1
Tier1,USA,Austin,Austin University of Engineering 23,30.2905,-97.8749,Mechanical,7.0,6.4,294,24341,13713,95879,23,92,2.52,5,109.1
Tier3,USA,Austin,Austin National Institute of Technology 24,30.1398,-97.6785,Mechanical,6.0,6.1,296,35033,16443,88145,71,96,1.71,4,76.9
Tier2,USA,Austin,Austin Institute of Technology 25,30.344,-97.8214,Computer Science,7.8,7.4,340,33416,10861,119444,14,67,2.7,5,121.6
Tier3,USA,Austin,Austin Polytechnic University 26,30.1183,-97.6414,Civil,9.2,6.4,326,36187,13939,57661,60,86,1.15,3,97.6
Tier2,USA,Austin,Austin National Institute of Technology 27,30.2492,-97.7559,AI & Data Science,8.1,7.7,322,32740,16954,92751,16,60,1.87,10,133.3
Tier3,USA,Austin,Austin University of Engineering 28,30.2258,-97.7351,Computer Science,6.1,6.7,300,17452,21374,122262,35,55,3.15,5,99.8
Tier1,USA,Austin,Austin College of Engineering 29,30.2264,-97.6135,Computer Science,7.6,6.3,307,52818,12579,65631,26,85,1.0,8,116.2
Tier2,USA,Austin,Austin Technical University 30,30.4141,-97.6369,Mechanical,9.3,7.2,310,31322,8783,102196,20,93,2.55,1,117.3
Tier1,USA,Austin,Austin Institute of Technology 31,30.1969,-97.6127,Civil,7.9,7.7,328,29655,8836,55708,65,100,1.45,6,99.8
Tier3,USA,Austin,Austin College of Engineering 32,30.1255,-97.7581,Computer Science,8.0,7.7,336,4809,16942,94473,12,65,4.34,6,126.8
Tier1,USA,Austin,Austin Institute of Technology 33,30.3515,-97.6174,Mechanical,6.2,6.3,327,14491,9924,73858,33,54,3.02,6,101.7
Tier2,USA,Austin,Austin Institute of Technology 34,30.2527,-97.8241,Mechanical,8.9,6.6,339,49233,11004,73923,73,62,1.23,3,90.4
Tier3,USA,Austin,Austin Technical University 35,30.347,-97.852,Computer Science,9.3,7.0,304,44367,19527,115370,13,52,1.81,4,126.0
Tier3,USA,Austin,Austin School of Technology 36,30.3744,-97.855,Mechanical,7.2,7.5,307,4649,12211,96394,73,52,5.72,8,95.5
Tier1,USA,Austin,Austin Institute of Technology 37,30.2152,-97.8376,AI & Data Science,7.7,6.6,318,56790,19264,83847,84,92,1.1,9,90.9
Tier2,USA,Austin,Austin Polytechnic University 38,30.1568,-97.6433,Civil,9.1,6.9,305,44895,9446,112526,28,93,2.07,9,127.1
Tier1,USA,Austin,Austin Polytechnic University 39,30.12,-97.7108,Electrical,7.8,7.9,330,36677,17768,56440,42,98,1.04,2,103.6
Tier1,USA,Austin,Austin University of Engineering 40,30.226,-97.628,AI & Data Science,6.8,6.4,314,40475,12422,104524,67,53,1.98,1,78.1
Tier3,USA,Austin,Austin Polytechnic University 41,30.1253,-97.6846,Computer Science,6.4,7.1,292,11502,8115,116440,71,52,5.94,4,82.9
Tier1,USA,Austin,Austin Technical University 42,30.2018,-97.7882,AI & Data Science,6.8,6.9,313,49774,16860,67404,5,69,1.01,2,113.1
Tier3,USA,Austin,Austin National Institute of Technology 43,30.1867,-97.7728,Civil,7.0,6.4,329,34458,17211,81018,71,66,1.57,10,95.1
Tier3,USA,Austin,Austin Institute of Technology 44,30.2616,-97.7249,Electrical,6.9,7.7,307,48522,10964,87340,17,64,1.47,6,118.8
Tier3,USA,Austin,Austin National Institute of Technology 45,30.3242,-97.6261,Computer Science,8.0,6.2,322,54006,15091,82558,71,72,1.19,2,83.3
Tier2,USA,Austin,Austin Technical University 46,30.3336,-97.8346,AI & Data Science,6.7,7.8,296,23259,18434,94982,40,92,2.28,8,110.7
Tier2,USA,Austin,Austin School of Technology 47,30.3502,-97.6917,Civil,6.2,7.2,312,30256,18522,91793,53,83,1.88,9,101.3
Tier2,USA,Austin,Austin College of Engineering 48,30.1576,-97.6564,Civil,8.6,7.8,293,57866,21410,125519,38,66,1.58,8,121.2
Tier1,USA,Austin,Austin College of Engineering 49,30.2971,-97.7944,Computer Science,8.8,7.3,300,10031,8550,76828,55,54,4.13,4,103.7
Tier3,USA,Austin,Austin National Institute of Technology 50,30.1498,-97.8065,Mechanical,7.1,6.8,326,26160,9002,85050,59,80,2.42,4,91.2
Tier2,USA,Austin,Austin National Institute of Technology 51,30.2184,-97.736,Computer Science,7.4,6.6,306,1057,21723,109534,52,98,4.81,7,101.4
Tier3,USA,Austin,Austin Polytechnic University 52,30.2639,-97.6924,AI & Data Science,8.8,6.1,306,20237,21402,87424,60,65,2.1,1,90.4
Tier3,USA,Austin,Austin National Institute of Technology 53,30.1312,-97.7539,AI & Data Science,6.1,6.9,311,40262,19487,92844,7,80,1.55,7,118.6
Tier3,USA,Austin,Austin National Institute of Technology 54,30.1389,-97.6305,AI & Data Science,9.4,7.5,317,35785,17395,92754,36,72,1.74,9,127.0
Tier2,USA,Austin,Austin Technical University 55,30.312,-97.7387,Electrical,6.4,7.0,293,49488,14596,129169,43,64,2.02,7,102.5
Tier3,USA,Austin,Austin Polytechnic University 56,30.29,-97.7149,Electrical,8.8,6.5,323,31637,18035,119297,22,94,2.4,5,119.0
Tier1,USA,Austin,Austin Institute of Technology 57,30.1788,-97.6841,Civil,7.5,8.0,339,44852,16713,58990,7,65,0.96,5,126.0
Tier2,USA,Austin,Austin Technical University 58,30.1195,-97.8154,Civil,6.5,7.3,333,31409,8357,113254,24,73,2.85,7,113.7
Tier3,USA,Austin,Austin University of Engineering 59,30.3482,-97.8244,AI & Data Science,9.0,6.6,320,41243,14277,106463,53,75,1.92,6,106.9
Tier3,USA,Austin,Austin School of Technology 60,30.3263,-97.7704,Mechanical,6.4,7.4,317,24789,21704,96342,29,90,2.07,1,99.1
Tier3,USA,Atlanta,Atlanta Institute of Technology 1,33.826,-84.2496,AI & Data Science,9.1,6.1,338,7270,15914,91004,83,83,3.93,4,86.4
Tier1,USA,Atlanta,Atlanta National Institute of Technology 2,33.7732,-84.3612,Computer Science,7.9,6.0,315,7542,18103,50462,22,94,1.97,1,104.5
Tier2,USA,Atlanta,Atlanta College of Engineering 3,33.754,-84.5185,Mechanical,8.8,7.3,303,49859,8813,120527,82,58,2.05,8,98.2
Tier2,USA,Atlanta,Atlanta Institute of Technology 4,33.7808,-84.3452,Civil,6.5,6.3,301,14355,8538,128779,38,93,5.63,4,96.7
Tier3,USA,Atlanta,Atlanta School of Technology 5,33.8738,-84.4762,AI & Data Science,7.9,6.4,306,42685,14954,47688,37,73,0.83,3,102.6
Tier1,USA,Atlanta,Atlanta College of Engineering 6,33.8617,-84.3223,Mechanical,7.6,6.1,337,32896,12597,116569,32,65,2.56,3,102.4
Tier1,USA,Atlanta,Atlanta National Institute of Technology 7,33.8972,-84.3865,Computer Science,7.9,6.9,318,39461,8870,105179,40,67,2.18,5,107.1
Tier2,USA,Atlanta,Atlanta Technical University 8,33.801,-84.479,Electrical,6.6,7.7,318,358,20815,53542,29,50,2.53,6,111.3
Tier1,USA,Atlanta,Atlanta Technical University 9,33.8127,-84.5288,AI & Data Science,8.5,7.3,291,7868,17679,94317,24,93,3.69,3,115.7
Tier3,USA,Atlanta,Atlanta University of Engineering 10,33.8363,-84.2643,Civil,9.1,7.5,294,21892,11784,104916,65,87,3.12,8,109.0
Tier2,USA,Atlanta,Atlanta University of Engineering 11,33.7636,-84.3055,Civil,8.6,6.2,313,30837,10781,82929,55,92,1.99,9,108.3
Tier1,USA,Atlanta,Atlanta Institute of Technology 12,33.8305,-84.2768,Computer Science,7.3,6.0,302,37593,15200,65048,65,77,1.23,10,98.0
Tier2,USA,Atlanta,Atlanta Technical University 13,33.7987,-84.4508,Computer Science,7.4,7.2,338,38209,11982,117209,38,87,2.34,3,102.8
Tier1,USA,Atlanta,Atlanta Polytechnic University 14,33.7097,-84.2381,Computer Science,7.1,6.1,299,13258,18374,100424,72,60,3.17,8,89.9
Tier1,USA,Atlanta,Atlanta National Institute of Technology 15,33.8311,-84.4217,Electrical,6.4,7.6,309,4257,9704,121225,22,55,8.68,7,115.4
Tier1,USA,Atlanta,Atlanta National Institute of Technology 16,33.7989,-84.5081,Computer Science,8.4,6.8,312,12594,21315,104700,80,67,3.09,1,81.2
Tier3,USA,Atlanta,Atlanta University of Engineering 17,33.7745,-84.3782,Electrical,6.1,7.7,325,57958,20757,89940,49,84,1.14,6,98.8
Tier2,USA,Atlanta,Atlanta School of Technology 18,33.7078,-84.2718,Mechanical,6.8,6.2,299,4763,16822,126607,69,69,5.87,4,82.3
Tier1,USA,Atlanta,Atlanta University of Engineering 19,33.6218,-84.2895,Mechanical,6.6,6.8,330,22189,21514,83329,75,56,1.91,9,90.7
Tier2,USA,Atlanta,Atlanta National Institute of Technology 20,33.8098,-84.4823,AI & Data Science,8.6,6.2,331,23853,16390,105347,52,84,2.62,6,103.8
Tier1,USA,Atlanta,Atlanta University of Engineering 21,33.892,-84.3843,Electrical,8.7,6.8,303,25191,20180,60866,69,86,1.34,6,98.2
Tier2,USA,Atlanta,Atlanta Institute of Technology 22,33.6936,-84.4276,Computer Science,7.0,6.6,293,43265,13511,70830,27,79,1.25,10,117.9
Tier2,USA,Atlanta,Atlanta School of Technology 23,33.7685,-84.4655,AI & Data Science,7.9,7.0,314,26404,13134,57326,34,92,1.45,4,108.5
Tier1,USA,Atlanta,Atlanta Technical University 24,33.6295,-84.4693,AI & Data Science,8.5,6.9,311,19955,12954,59690,69,82,1.81,10,105.6
Tier1,USA,Atlanta,Atlanta Institute of Technology 25,33.7382,-84.3365,Mechanical,6.3,7.2,291,59864,17968,43361,28,52,0.56,1,98.3
Tier3,USA,Atlanta,Atlanta National Institute of Technology 26,33.76,-84.5226,AI & Data Science,8.5,7.2,312,49304,14083,128644,62,67,2.03,2,94.3
Tier1,USA,Atlanta,Atlanta Institute of Technology 27,33.8401,-84.2872,Civil,8.0,6.3,310,37212,16005,71527,5,75,1.34,2,116.7
Tier1,USA,Atlanta,Atlanta National Institute of Technology 28,33.7957,-84.4521,Computer Science,8.1,6.4,339,47138,8544,112054,45,97,2.01,5,103.6
Tier3,USA,Atlanta,Atlanta Institute of Technology 29,33.7551,-84.5237,Computer Science,8.1,6.4,321,38171,16174,48441,38,82,0.89,1,99.1
Tier2,USA,Atlanta,Atlanta University of Engineering 30,33.8301,-84.4859,Civil,7.4,7.5,330,40220,16929,60940,12,85,1.07,6,123.0
Tier3,USA,Atlanta,Atlanta College of Engineering 31,33.7683,-84.2985,Civil,9.4,7.0,334,9372,19406,111704,32,51,3.88,6,121.0
Tier3,USA,Atlanta,Atlanta School of Technology 32,33.6274,-84.3279,Civil,9.3,6.5,295,811,10437,62315,7,81,5.54,10,139.0
Tier3,USA,Atlanta,Atlanta Technical University 33,33.7232,-84.5306,Mechanical,6.9,6.6,331,52216,16543,84973,9,84,1.24,9,124.4
Tier1,USA,Atlanta,Atlanta Technical University 34,33.7837,-84.3657,Computer Science,8.8,6.8,296,7776,10999,125031,26,66,6.66,10,128.2
Tier2,USA,Atlanta,Atlanta College of Engineering 35,33.6074,-84.4862,Civil,8.6,7.1,306,55190,19113,120488,14,67,1.62,9,132.4
Tier1,USA,Atlanta,Atlanta University of Engineering 36,33.7055,-84.3827,AI & Data Science,6.4,7.2,332,8411,20093,116688,43,84,4.09,10,109.3
Tier2,USA,Atlanta,Atlanta Polytechnic University 37,33.825,-84.2386,Computer Science,7.2,7.1,297,4108,16821,88907,15,87,4.25,4,114.9
